contrast,correlation,energy,homogeneity,dissimilarity,entropy,asm,cluster_shade,cluster_prominence,mean_r,mean_g,mean_b,std_r,std_g,std_b,mean_hue,mean_saturation,mean_value,std_hue,std_saturation,std_value,area,perimeter,aspect_ratio,eccentricity,circularity,solidity,extent,mean_intensity,median_intensity,variance_intensity,skewness_intensity,kurtosis_intensity,label
32.106422165278666,0.9864499593164664,0.05934863346066798,0.4275596374900452,2.6943465727098013,9.55147541727474,0.0035222602936487188,1.3303633750183508e-09,13743196304.000011,160.46457,174.45679,177.59584,60.643524,32.997826,30.087576,158.19136,0.1447928,179.53868,100.009476,0.26240164,30.202456,39140.0,1627.6538956566621,0.9963579418289815,0.08526928963182445,0.18565496211345608,0.7800542091836735,0.7800542091836735,173.2810905612245,184.0,1181.0473433259824,-1.5593084299615043,1.554821335895797,Brown spot
1.5517696989109544,0.9896097726307218,0.9417460181634434,0.9941946736921571,0.07911595131326073,0.41703852059988916,0.8868855627267006,-4.3019099393859506e-10,13743196304.000015,0.013275679,0.0,7.107103,0.9127634,0.0,29.042067,0.10470812,0.05845424,7.107103,5.8781624,0.23460041,29.042067,2788.0,285.6873375215418,0.3022080932505062,0.9532419778702013,0.4292602262847111,0.8634252090430474,0.5316552250190694,2.109195631377551,0.0,74.36106339954723,3.8842400529245906,13.155933571334977,Brown spot
111.58145819987186,0.949254568708916,0.02110613393599457,0.2211314117225743,6.341227578475336,11.905656058380542,0.00044546888972414155,1.5820660337340087e-09,13743196304.000034,110.8721,129.89148,110.98266,35.410812,33.68936,34.773067,132.29106,0.20552932,130.77483,41.01889,0.12251772,34.851826,16511.0,3965.552703510246,0.8165097664854905,0.5773316215432946,0.013193979017546754,0.335999185999186,0.32906170280612246,121.5596699617347,116.0,1098.6553600951565,0.590059161102597,0.06712995422073043,Healthy leaf
8.31886611146701,0.9891066838377909,0.6830078658286595,0.9768172442657972,0.36430973734785393,1.4215165842235293,0.4664997447838201,-7.380776878562756e-09,13743196304.000011,0.0,1.2362425,66.35115,0.0,12.369111,63.618187,1.1607522,0.535794,67.54653,11.638064,0.49871716,63.562748,26470.0,740.2102448427661,0.8981011542195414,0.4397889457336639,0.6070907588189236,0.9558027009460534,0.6930952318609096,20.416095344387756,38.0,381.99802218988907,0.04640871634113811,-1.540399486116713,Rust
3.27710602178091,0.9952182847435024,0.7123245755075615,0.9890481040127591,0.1572309417040359,1.1734695378306168,0.5074063008720276,2.239153218397405e-08,13743196304.0,0.13687,0.0,50.451283,3.96112,0.0,62.342995,0.36659703,0.39987245,50.567013,9.985746,0.48987195,62.368034,19806.0,606.1025971044414,0.6804435578765397,0.7328004943668613,0.6775078769962128,0.9663820444010734,0.7793342252301881,14.988978794642858,0.0,342.39582480216507,0.43174305406324237,-1.8075121270091457,Gray spot
190.6823550608584,0.9570730703399075,0.014331425576340073,0.16238909289913747,8.379424247277386,12.758145881513865,0.0002053897590501744,1.4879333321005106e-09,13743196304.000063,127.39484,147.85359,129.33942,50.63162,49.76312,44.64071,126.120056,0.23674113,152.11278,73.7529,0.11702742,48.322933,480.0,155.71067811865478,0.4668357406572915,0.8843440457451829,0.2487793388340036,0.6469002695417789,0.4355716878402904,139.47315449617346,139.0,2218.0864524694343,0.05554258340738532,-0.85735267708779,Gray spot
97.19050288276745,0.9899239595506963,0.041818187539580214,0.36736150826584524,4.79300128122998,10.836949411483221,0.0017487608090955018,1.4067609299672768e-09,13743196304.000034,137.65967,165.47928,163.20467,92.17543,65.67526,69.934845,76.48139,0.2774677,167.39413,69.58204,0.31361794,65.31457,23998.0,745.2436867076458,0.48461162456463164,0.8747294286445544,0.5429855869337322,0.8574082675336739,0.7491883116883117,161.1099928252551,206.0,4817.67059848528,-0.3085241113061831,-1.6645780012389428,Brown spot
73.19766976297245,0.9950549288915407,0.25366636121873787,0.6058969218807974,2.817424727738629,8.169157598424553,0.0643466228139552,1.552962203277275e-09,13743196304.000032,126.42685,128.70909,126.344536,91.93312,85.05127,86.96573,148.84012,0.09945026,133.35278,110.00636,0.16557302,88.30973,28604.0,1432.1919548795363,0.7670380985162109,0.6416015550360173,0.17524037496012787,0.7600977891156463,0.7600977891156463,127.3524394132653,181.0,7404.133001064569,-0.5144342948970054,-1.4622001093148418,Gray spot
104.40887251761691,0.9802306026271488,0.018016723823552593,0.2448543441813651,5.783271941063421,12.222217473533648,0.00032460233733416755,1.5102159522939473e-09,13743196304.000038,105.72998,110.66308,104.53759,53.534626,50.657913,53.081226,137.75148,0.14929725,114.58083,77.476204,0.06557352,53.733402,1.0,0.0,0.0,0.0,0.0,1.0,1.0,107.75723453443878,101.0,2641.749120572864,0.3746820587893623,-0.8974246687008329,Healthy leaf
5.266375720691864,0.9909991239780456,0.7581237414796592,0.9851148608484022,0.23714766175528507,1.0890708279113812,0.5747516073951172,5.5933924159035087e-11,13743196304.000002,0.0,0.0,36.468292,0.0,0.0,57.53973,0.0,0.2905971,36.468292,0.0,0.45403793,57.53973,14295.0,501.1086937588513,0.885426400778958,0.464779613154041,0.7153690535772925,0.944999008395584,0.6850201265094882,10.822285554846939,0.0,291.76714605174925,0.9540724977984927,-1.0820280572374585,Healthy leaf
